gcp-useast1b-speedtest|86.127.118.246|8708|ookla|Oradea - RCS & RDS
gcp-useast1b-speedtest|81.196.122.10|8708|ookla|Timisoara - RCS & RDS
gcp-useast1b-speedtest|196.28.56.14|10396|ookla|Bayamon - Claro Puerto Rico
gcp-useast1b-speedtest|86.123.175.221|8708|ookla|Brasov - Ciubi.net
gcp-useast1b-speedtest|187.157.253.185|8151|ookla|Jalapa - INFINITUM
gcp-useast1b-speedtest|198.142.236.4|4804|ookla|Sydney - 'Yes' Optus
gcp-useast1b-speedtest|62.103.146.68|6799|ookla|Athens - OTE S.A.
gcp-useast1b-speedtest|69.241.94.10|7922|ookla|Independence, MO - Comcast
gcp-useast1b-speedtest|139.5.241.22|133982|ookla|New Delhi - Excitel
gcp-useast1b-speedtest|62.39.228.2|15557|ookla|Trappes - SFR
gcp-useast1b-speedtest|79.170.52.30|43766|ookla|Dammam - Zain KSA
gcp-useast1b-speedtest|168.232.45.21|264949|ookla|Natal - Meganet
gcp-asianortheast1b-speedtest|195.191.201.98|50643|ookla|Lisichansk - LuReNet
gcp-asianortheast1b-speedtest|198.166.40.25|852|ookla|Edmonton, AB - Telus
gcp-asianortheast1b-speedtest|89.143.198.181|5603|ookla|Ljubljana - Telekom Slovenije, d.d.
gcp-asianortheast1b-speedtest|207.219.22.171|852|ookla|Toronto, ON - TELUS
gcp-asianortheast1b-speedtest|202.151.87.131|9246|ookla|Tumon - GTA
gcp-asianortheast1b-speedtest|184.182.243.145|22773|ookla|Orange County, CA - Cox - Orange County
gcp-asianortheast1b-speedtest|118.98.83.42|17974|ookla|Mataram - PT. Telekomunikasi Indonesia
gcp-asianortheast1b-speedtest|118.98.104.234|7713|ookla|Semarang - PT. Telekomunikasi Indonesia
gcp-asianortheast1b-speedtest|122.169.240.154|24560|ookla|Hyderabad - Airtel Broadband
gcp-asianortheast1b-speedtest|122.160.129.138|24560|ookla|Delhi - Airtel Broadband
gcp-asianortheast1b-speedtest|61.191.111.11|4134|ookla|Hefei - China Telecom AnHui 5G
gcp-asianortheast1b-speedtest|122.229.136.10|4134|ookla|Hangzhou - China Telecom ZheJiang Branch
gcp-asianortheast1b-speedtest|109.126.0.10|42038|ookla|Vladivostok - Vladlink
gcp-asianortheast1b-speedtest|109.110.38.6|196949|ookla|Vladivostok - Podryad
gcp-asianortheast1b-speedtest|212.220.9.219|12389|ookla|Novy Urengoy - Rostelecom
gcp-asianortheast1b-speedtest|87.103.236.58|12389|ookla|Chita - Rostelecom
gcp-asianortheast1b-speedtest|82.178.33.35|8529|ookla|Muscat - Oman Telecom
gcp-asianortheast1b-speedtest|221.179.46.218|56040|ookla|Guangzhou - China Mobile,Guangdong
gcp-europewest1b-speedtest|187.130.190.73|8151|ookla|Guadalajara - INFINITUM
gcp-europewest1b-speedtest|181.115.1.114|14754|ookla|Tegucigalpa - Claro Honduras
gcp-europewest1b-speedtest|144.130.167.198|1221|ookla|Canberra - Telstra
gcp-europewest1b-speedtest|144.130.165.118|1221|ookla|Chatswood - Telstra
gcp-europewest1b-speedtest|201.95.254.127|27699|ookla|São Paulo - Vivo SPPD
gcp-europewest1b-speedtest|200.32.193.2|10269|ookla|Belize City - Belize Telemedia Limited
gcp-europewest1b-speedtest|213.184.238.32|31143|ookla|Minsk - JLLC "COSMOS TV"
gcp-europewest1b-speedtest|185.38.15.92|58073|ookla|Haarlem - YISP B.V.
gcp-europewest1b-speedtest|80.12.60.250|3215|ookla|Marseille - ORANGE FRANCE
gcp-europewest1b-speedtest|203.39.103.129|1221|ookla|Brisbane - Telstra
gcp-europewest1b-speedtest|198.142.236.4|4804|ookla|Sydney - 'Yes' Optus
gcp-europewest1b-speedtest|144.130.165.118|1221|ookla|Chatswood - Telstra
gcp-europewest1b-speedtest|103.211.23.158|135872|ookla|Golaghata - GTPL KCBPL Broadband Pvt Ltd.
gcp-europewest1b-speedtest|103.2.239.36|45194|ookla|Mumbai - Joister Broadband
gcp-europewest1b-speedtest|203.187.215.35|18207|ookla|Pune - YOU Broadband India Pvt. Ltd.
gcp-europewest1b-speedtest|103.88.221.254|136334|ookla|Mumbai - Vortex Netsol Private Limited
gcp-europewest1b-speedtest|203.192.198.234|17665|ookla|Mumbai - OneBroadband
gcp-europewest1b-speedtest|116.74.100.7|17488|ookla|Surat - HATHWAY CABLE & DATACOM LTD.
